Step Range,Steps,Time (seconds),Time per Step (seconds)
773000-773500,500,23.6615,0.047323
773500-774000,500,25.5580,0.051116
774000-774500,500,24.0314,0.048063
774500-775000,500,22.0856,0.044171
775000-775500,500,24.1504,0.048301
775500-776000,500,26.3445,0.052689
776000-776500,500,24.1390,0.048278
776500-777000,500,21.4312,0.042862
777000-777500,500,21.1156,0.042231
777500-778000,500,27.2132,0.054426
778000-778500,500,21.9380,0.043876
778500-779000,500,24.8740,0.049748
779000-779500,500,23.6203,0.047241
779500-780000,500,19.1881,0.038376
780000-780500,500,24.5172,0.049034
780500-781000,500,22.5428,0.045086
781000-781500,500,25.8231,0.051646
781500-782000,500,21.3684,0.042737
782000-782500,500,21.9776,0.043955
782500-783000,500,20.9530,0.041906
783000-783500,500,23.3300,0.046660
783500-784000,500,22.8540,0.045708
784000-784500,500,21.6002,0.043200
784500-785000,500,19.8128,0.039626
785000-785500,500,22.3474,0.044695
785500-786000,500,27.8682,0.055736
786000-786500,500,22.0897,0.044179
786500-787000,500,22.7449,0.045490
787000-787500,500,21.4454,0.042891
787500-788000,500,21.6332,0.043266
788000-788500,500,22.6985,0.045397
788500-789000,500,19.8012,0.039602
789000-789500,500,23.6210,0.047242
789500-790000,500,20.1702,0.040340
790000-790500,500,21.9160,0.043832
790500-791000,500,22.1943,0.044389
791000-791500,500,20.0508,0.040102
791500-792000,500,24.2980,0.048596
792000-792500,500,21.5737,0.043147
792500-793000,500,20.5915,0.041183
793000-793500,500,23.5661,0.047132
793500-794000,500,22.0858,0.044172
794000-794500,500,25.5973,0.051195
794500-795000,500,23.1741,0.046348
795000-795500,500,25.3447,0.050689
795500-796000,500,24.1964,0.048393
796000-796500,500,20.2424,0.040485
796500-797000,500,24.0279,0.048056
797000-797500,500,23.8987,0.047797
797500-798000,500,26.2017,0.052403
798000-798500,500,24.5781,0.049156
798500-799000,500,22.1936,0.044387
799000-799500,500,23.3060,0.046612
799500-800000,500,21.2853,0.042571
800000-800500,500,25.0338,0.050068
800500-801000,500,26.3456,0.052691
801000-801500,500,23.3017,0.046603
801500-802000,500,31.5436,0.063087
802000-802500,500,22.0258,0.044052
802500-803000,500,26.0711,0.052142
803000-803500,500,25.7587,0.051517
803500-804000,500,24.0619,0.048124
804000-804500,500,25.0953,0.050191
804500-805000,500,22.6579,0.045316
805000-805500,500,26.3342,0.052668
805500-806000,500,22.8009,0.045602
806000-806500,500,20.0932,0.040186
806500-807000,500,23.3008,0.046602
807000-807500,500,20.6142,0.041228
807500-808000,500,22.7204,0.045441
808000-808500,500,20.4441,0.040888
808500-809000,500,25.1850,0.050370
809000-809500,500,25.2574,0.050515
809500-810000,500,22.7761,0.045552
810000-810500,500,29.1178,0.058236
810500-811000,500,21.9999,0.044000
811000-811500,500,23.9489,0.047898
811500-812000,500,24.9205,0.049841
812000-812500,500,21.9860,0.043972
812500-813000,500,25.2150,0.050430
813000-813500,500,22.4940,0.044988
813500-814000,500,23.8772,0.047754
814000-814500,500,21.0880,0.042176
814500-815000,500,28.9022,0.057804
815000-815500,500,27.7812,0.055562
815500-816000,500,24.0521,0.048104
816000-816500,500,29.4497,0.058899
816500-817000,500,20.3627,0.040725
817000-817500,500,22.4710,0.044942
817500-818000,500,25.4359,0.050872
818000-818500,500,22.3049,0.044610
818500-819000,500,28.8521,0.057704
819000-819500,500,24.8078,0.049616
819500-820000,500,22.8609,0.045722
820000-820500,500,18.8277,0.037655
820500-821000,500,22.8288,0.045658
821000-821500,500,21.8127,0.043625
821500-822000,500,23.1143,0.046229
822000-822500,500,20.6460,0.041292
822500-823000,500,19.0265,0.038053
823000-823500,500,24.8002,0.049600
823500-824000,500,23.0905,0.046181
824000-824500,500,23.1336,0.046267
824500-825000,500,23.3717,0.046743
825000-825500,500,22.4143,0.044829
825500-826000,500,22.4977,0.044995
826000-826500,500,21.9140,0.043828
826500-827000,500,21.8810,0.043762
827000-827500,500,24.5091,0.049018
827500-828000,500,21.8055,0.043611
828000-828500,500,22.9744,0.045949
828500-829000,500,24.3558,0.048712
829000-829500,500,22.3959,0.044792
829500-830000,500,25.8111,0.051622
830000-830500,500,20.5342,0.041068
830500-831000,500,26.4359,0.052872
831000-831500,500,23.2414,0.046483
831500-832000,500,20.4160,0.040832
832000-832500,500,23.1933,0.046387
832500-833000,500,21.4972,0.042994
833000-833500,500,20.8551,0.041710
833500-834000,500,21.7702,0.043540
834000-834500,500,21.0385,0.042077
834500-835000,500,21.2809,0.042562
835000-835500,500,21.3549,0.042710
835500-836000,500,21.9157,0.043831
836000-836500,500,20.6477,0.041295
836500-837000,500,29.7990,0.059598
837000-837500,500,23.9667,0.047933
837500-838000,500,22.5406,0.045081
838000-838500,500,22.2356,0.044471
838500-839000,500,23.7000,0.047400
839000-839500,500,21.2165,0.042433
839500-840000,500,22.7385,0.045477
840000-840500,500,20.9413,0.041883
840500-841000,500,20.5283,0.041057
841000-841500,500,19.2737,0.038547
841500-842000,500,22.0657,0.044131
842000-842500,500,21.1947,0.042389
842500-843000,500,28.0853,0.056171
843000-843500,500,24.7833,0.049567
843500-844000,500,22.5000,0.045000
844000-844500,500,24.5666,0.049133
844500-845000,500,24.6923,0.049385
845000-845500,500,20.2586,0.040517
845500-846000,500,19.6167,0.039233
846000-846500,500,22.1115,0.044223
846500-847000,500,23.2480,0.046496
847000-847500,500,21.8736,0.043747
847500-848000,500,20.9338,0.041868
848000-848500,500,22.6146,0.045229
848500-849000,500,24.2686,0.048537
849000-849500,500,20.7196,0.041439
849500-850000,500,21.4278,0.042856
850000-850500,500,23.1010,0.046202
850500-851000,500,22.5992,0.045198
851000-851500,500,20.5459,0.041092
851500-852000,500,25.5425,0.051085
852000-852500,500,20.5092,0.041018
852500-853000,500,20.8150,0.041630
853000-853500,500,23.3088,0.046618
853500-854000,500,28.8773,0.057755
854000-854500,500,26.6098,0.053220
854500-855000,500,24.5666,0.049133
855000-855500,500,25.4525,0.050905
855500-856000,500,25.5550,0.051110
856000-856500,500,26.7283,0.053457
856500-857000,500,26.1340,0.052268
857000-857500,500,30.6474,0.061295
857500-858000,500,23.5160,0.047032
858000-858500,500,25.1362,0.050272
858500-859000,500,24.2398,0.048480
859000-859500,500,25.4624,0.050925
859500-860000,500,27.4296,0.054859
860000-860500,500,27.5342,0.055068
860500-861000,500,28.9092,0.057818
861000-861500,500,29.4541,0.058908
861500-862000,500,30.3330,0.060666
862000-862500,500,29.2322,0.058464
862500-863000,500,27.9305,0.055861
863000-863500,500,27.9500,0.055900
863500-864000,500,30.3093,0.060619
864000-864500,500,28.5427,0.057085
864500-865000,500,27.5936,0.055187
865000-865500,500,27.3964,0.054793
865500-866000,500,27.3444,0.054689
866000-866500,500,26.9110,0.053822
866500-867000,500,29.2013,0.058403
867000-867500,500,30.7174,0.061435
867500-868000,500,32.9395,0.065879
868000-868500,500,31.0424,0.062085
868500-869000,500,30.2712,0.060542
869000-869500,500,30.0729,0.060146
869500-870000,500,28.6288,0.057258
870000-870500,500,24.9878,0.049976
870500-871000,500,23.8149,0.047630
871000-871500,500,27.4201,0.054840
871500-872000,500,28.9699,0.057940
872000-872500,500,28.9997,0.057999
872500-873000,500,26.8697,0.053739
873000-873500,500,31.4946,0.062989
873500-874000,500,31.0680,0.062136
874000-874500,500,31.2947,0.062589
874500-875000,500,32.3228,0.064646
875000-875500,500,31.2928,0.062586
875500-876000,500,29.4194,0.058839
876000-876500,500,29.6600,0.059320
876500-877000,500,29.5329,0.059066
877000-877500,500,32.9045,0.065809
877500-878000,500,31.9931,0.063986
878000-878500,500,27.1823,0.054365
878500-879000,500,27.3015,0.054603
879000-879500,500,29.3571,0.058714
879500-880000,500,33.3040,0.066608
880000-880500,500,31.7592,0.063518
880500-881000,500,30.0767,0.060153
881000-881500,500,29.6422,0.059284
881500-882000,500,29.8514,0.059703
882000-882500,500,28.4061,0.056812
882500-883000,500,29.4200,0.058840
883000-883500,500,32.3415,0.064683
883500-884000,500,31.7694,0.063539
884000-884500,500,31.4774,0.062955
884500-885000,500,30.3306,0.060661
885000-885500,500,30.6666,0.061333
885500-886000,500,30.0050,0.060010
886000-886500,500,29.7336,0.059467
886500-887000,500,26.5118,0.053024
887000-887500,500,25.4922,0.050984
887500-888000,500,26.7107,0.053421
888000-888500,500,27.7721,0.055544
888500-889000,500,29.5576,0.059115
889000-889500,500,26.7378,0.053476
889500-890000,500,32.1535,0.064307
890000-890500,500,31.3605,0.062721
890500-891000,500,31.1821,0.062364
891000-891500,500,29.4135,0.058827
891500-892000,500,28.0635,0.056127
892000-892500,500,27.5371,0.055074
892500-893000,500,27.9337,0.055867
893000-893500,500,28.6126,0.057225
893500-894000,500,31.4949,0.062990
894000-894500,500,29.6113,0.059223
894500-895000,500,26.7040,0.053408
895000-895500,500,32.3027,0.064605
895500-896000,500,26.0614,0.052123
896000-896500,500,25.7004,0.051401
896500-897000,500,30.2625,0.060525
897000-897500,500,27.4437,0.054887
897500-898000,500,25.6543,0.051309
898000-898500,500,35.0312,0.070062
898500-899000,500,33.2416,0.066483
899000-899500,500,31.9924,0.063985
899500-900000,500,30.6561,0.061312
900000-900500,500,29.6220,0.059244
900500-901000,500,30.8719,0.061744
901000-901500,500,32.9946,0.065989
901500-902000,500,33.3723,0.066745
902000-902500,500,29.2454,0.058491
902500-903000,500,42.1948,0.084390
903000-903500,500,26.6685,0.053337
903500-904000,500,27.5500,0.055100
904000-904500,500,27.3624,0.054725
904500-905000,500,29.0448,0.058090
905000-905500,500,30.5762,0.061152
905500-906000,500,28.3367,0.056673
906000-906500,500,28.4643,0.056929
906500-907000,500,29.3680,0.058736
907000-907500,500,31.1803,0.062361
907500-908000,500,29.6776,0.059355
908000-908500,500,27.4584,0.054917
908500-909000,500,27.7409,0.055482
909000-909500,500,35.8846,0.071769
909500-910000,500,31.6385,0.063277
910000-910500,500,31.2353,0.062471
910500-911000,500,30.4999,0.061000
911000-911500,500,28.8695,0.057739
911500-912000,500,30.1928,0.060386
912000-912500,500,30.3199,0.060640
912500-913000,500,30.3764,0.060753
913000-913500,500,25.9728,0.051946
913500-914000,500,24.0415,0.048083
914000-914500,500,26.1941,0.052388
914500-915000,500,32.0456,0.064091
915000-915500,500,30.2369,0.060474
915500-916000,500,26.1095,0.052219
916000-916500,500,32.5552,0.065110
916500-917000,500,30.3382,0.060676
917000-917500,500,27.8220,0.055644
917500-918000,500,28.8723,0.057745
918000-918500,500,24.8902,0.049780
918500-919000,500,23.9160,0.047832
919000-919500,500,25.3063,0.050613
919500-920000,500,25.1970,0.050394
920000-920500,500,24.5078,0.049016
920500-921000,500,28.3593,0.056719
921000-921500,500,25.6669,0.051334
921500-922000,500,29.3226,0.058645
922000-922500,500,29.2193,0.058439
922500-923000,500,30.7863,0.061573
923000-923500,500,31.6305,0.063261
923500-924000,500,30.5396,0.061079
924000-924500,500,30.6368,0.061274
924500-925000,500,28.5707,0.057141
925000-925500,500,27.8527,0.055705
925500-926000,500,26.2944,0.052589
926000-926500,500,25.7161,0.051432
926500-927000,500,26.4314,0.052863
927000-927500,500,29.4342,0.058868
927500-928000,500,26.6156,0.053231
928000-928500,500,25.1478,0.050296
928500-929000,500,25.4800,0.050960
929000-929500,500,24.8222,0.049644
929500-930000,500,23.9738,0.047948
930000-930500,500,25.1154,0.050231
930500-931000,500,26.2838,0.052568
931000-931500,500,27.8011,0.055602
931500-932000,500,30.7342,0.061468
932000-932500,500,26.3224,0.052645
932500-933000,500,29.5860,0.059172
933000-933500,500,28.7788,0.057558
933500-934000,500,28.3134,0.056627
934000-934500,500,28.6739,0.057348
934500-935000,500,26.4318,0.052864
935000-935500,500,30.1353,0.060271
935500-936000,500,25.6263,0.051253
936000-936500,500,29.8568,0.059714
936500-937000,500,33.0772,0.066154
937000-937500,500,29.3451,0.058690
937500-938000,500,30.2081,0.060416
938000-938500,500,30.1977,0.060395
938500-939000,500,29.9509,0.059902
939000-939500,500,29.6866,0.059373
939500-940000,500,30.5943,0.061189
940000-940500,500,29.2686,0.058537
940500-941000,500,29.1950,0.058390
941000-941500,500,25.2765,0.050553
941500-942000,500,24.7088,0.049418
942000-942500,500,23.7470,0.047494
942500-943000,500,29.4346,0.058869
943000-943500,500,29.4091,0.058818
943500-944000,500,27.2577,0.054515
944000-944500,500,24.1347,0.048269
944500-945000,500,24.3058,0.048612
945000-945500,500,26.1730,0.052346
945500-946000,500,26.7526,0.053505
946000-946500,500,26.0984,0.052197
946500-947000,500,26.2248,0.052450
947000-947500,500,27.1505,0.054301
947500-948000,500,26.8800,0.053760
948000-948500,500,31.0560,0.062112
948500-949000,500,28.1625,0.056325
949000-949500,500,28.2058,0.056412
949500-950000,500,26.7960,0.053592
950000-950500,500,26.6657,0.053331
950500-951000,500,27.8165,0.055633
951000-951500,500,32.0998,0.064200
951500-952000,500,28.7778,0.057556
952000-952500,500,29.5476,0.059095
952500-953000,500,27.4466,0.054893
953000-953500,500,29.7429,0.059486
953500-954000,500,32.6566,0.065313
954000-954500,500,29.0903,0.058181
954500-955000,500,27.9114,0.055823
955000-955500,500,29.0477,0.058095
955500-956000,500,32.0755,0.064151
956000-956500,500,34.8514,0.069703
956500-957000,500,33.4786,0.066957
957000-957500,500,33.5247,0.067049
957500-958000,500,31.2928,0.062586
958000-958500,500,30.7227,0.061445
958500-959000,500,29.6849,0.059370
959000-959500,500,31.3787,0.062757
959500-960000,500,30.3970,0.060794
960000-960500,500,29.9461,0.059892
960500-961000,500,24.9351,0.049870
961000-961500,500,28.5265,0.057053
961500-962000,500,28.3759,0.056752
962000-962500,500,30.5274,0.061055
962500-963000,500,32.2764,0.064553
963000-963500,500,25.3025,0.050605
963500-964000,500,24.1626,0.048325
964000-964500,500,23.4721,0.046944
964500-965000,500,24.9676,0.049935
965000-965500,500,25.1120,0.050224
965500-966000,500,24.5632,0.049126
966000-966500,500,25.2628,0.050526
966500-967000,500,25.5325,0.051065
967000-967500,500,30.5748,0.061150
967500-968000,500,29.6471,0.059294
968000-968500,500,32.6053,0.065211
968500-969000,500,34.3710,0.068742
969000-969500,500,33.8492,0.067698
969500-970000,500,31.4993,0.062999
970000-970500,500,31.2234,0.062447
970500-971000,500,30.9222,0.061844
971000-971500,500,27.5300,0.055060
971500-972000,500,29.5883,0.059177
972000-972500,500,31.3553,0.062711
972500-973000,500,31.5347,0.063069
973000-973500,500,31.5013,0.063003
973500-974000,500,24.3702,0.048740
974000-974500,500,26.5185,0.053037
974500-975000,500,29.4157,0.058831
975000-975500,500,33.1957,0.066391
975500-976000,500,26.8469,0.053694
976000-976500,500,31.2705,0.062541
976500-977000,500,30.2668,0.060534
977000-977500,500,29.9134,0.059827
977500-978000,500,30.5470,0.061094
978000-978500,500,31.1429,0.062286
978500-979000,500,31.2737,0.062547
979000-979500,500,30.9458,0.061892
979500-980000,500,28.5339,0.057068
980000-980500,500,28.8864,0.057773
980500-981000,500,28.1285,0.056257
981000-981500,500,32.5496,0.065099
981500-982000,500,30.3536,0.060707
982000-982500,500,30.8100,0.061620
982500-983000,500,30.5514,0.061103
983000-983500,500,30.3168,0.060634
983500-984000,500,30.3433,0.060687
984000-984500,500,34.7173,0.069435
984500-985000,500,29.8900,0.059780
985000-985500,500,24.8974,0.049795
985500-986000,500,26.3096,0.052619
986000-986500,500,28.1864,0.056373
986500-987000,500,27.6197,0.055239
987000-987500,500,26.8411,0.053682
987500-988000,500,26.6329,0.053266
988000-988500,500,26.3433,0.052687
988500-989000,500,28.8875,0.057775
989000-989500,500,29.2939,0.058588
989500-990000,500,30.5655,0.061131
990000-990500,500,28.5761,0.057152
990500-991000,500,25.0125,0.050025
991000-991500,500,26.0740,0.052148
991500-992000,500,26.8903,0.053781
992000-992500,500,30.2793,0.060559
992500-993000,500,30.1104,0.060221
993000-993500,500,30.3094,0.060619
993500-994000,500,25.9493,0.051899
994000-994500,500,28.6931,0.057386
994500-995000,500,29.2893,0.058579
995000-995500,500,28.4974,0.056995
995500-996000,500,26.5419,0.053084
996000-996500,500,29.4175,0.058835
996500-997000,500,26.6067,0.053213
997000-997500,500,31.6321,0.063264
997500-998000,500,33.8249,0.067650
998000-998500,500,32.7188,0.065438
998500-999000,500,32.2864,0.064573
999000-999500,500,31.9740,0.063948
999500-1000000,500,24.4783,0.048957
